Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,35 to 44,Female,Shooting,Domestic Abuse,Mar-07,Murder,Solved,Greenwich,White
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,Apr-07,Murder,Solved,Greenwich,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-07,Murder,Solved,Greenwich,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jul-07,Murder,Solved,Greenwich,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,Aug-07,Murder,Solved,Greenwich,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Sep-07,Murder,Solved,Greenwich,White
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,Sep-07,Murder,Solved,Greenwich,White
1,13 to19,Male,Shooting,Not Domestic Abuse,Oct-07,Murder,Unsolved,Greenwich,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,Apr-07,Murder,Solved,Croydon,Black
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-07,Murder,Solved,Croydon,Black
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,May-07,Murder,Solved,Croydon,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-07,Murder,Solved,Croydon,Black
1,13 to19,Female,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Croydon,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Croydon,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,Nov-07,Murder,Solved,Croydon,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-07,Murder,Solved,Croydon,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-07,Murder,Solved,Bexley,White
1,55 to 64,Male,Not known/Not Recorded,Not Domestic Abuse,Nov-07,Murder,Solved,Sutton,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-07,Murder,Solved,Sutton,White
1,25 to 34,Female,Other Methods of Killing,Domestic Abuse,Feb-07,Murder,Solved,Tower Hamlets,White
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,Jun-07,Murder,Solved,Tower Hamlets,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Aug-07,Murder,Solved,Tower Hamlets,Asian
1,25 to 34,Female,Not known/Not Recorded,Not Domestic Abuse,Oct-07,Murder,Solved,Southwark,Asian
1,20 to 24,Female,Other Methods of Killing,Not Domestic Abuse,Oct-07,Murder,Solved,Southwark,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-07,Murder,Solved,Redbridge,Asian
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,Apr-07,Murder,Solved,Redbridge,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Redbridge,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Redbridge,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-07,Murder,Solved,Redbridge,Asian
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Jan-07,Murder,Solved,Hackney,White
1,0 to 12,Male,Blunt Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Hackney,Black
1,0 to 12,Female,Blunt Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Hackney,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,Feb-07,Murder,Solved,Hackney,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,May-07,Murder,Solved,Islington,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,Jun-07,Murder,Unsolved,Hackney,White
1,0 to 12,Male,Not known/Not Recorded,Not Domestic Abuse,Sep-07,Manslaughter,Solved,Hackney,White
1,13 to19,Male,Shooting,Not Domestic Abuse,Nov-07,Murder,Solved,Hackney,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-07,Murder,Solved,Hackney,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-07,Murder,Solved,Waltham Forest,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Waltham Forest,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-07,Murder,Solved,Waltham Forest,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Sep-07,Murder,Solved,Waltham Forest,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Barking & Dagenham,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jan-07,Murder,Unsolved,Barking & Dagenham,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-07,Murder,Solved,Barking & Dagenham,White
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,Jul-07,Murder,Unsolved,Barking & Dagenham,Asian
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Barking & Dagenham,Black
1,13 to19,Male,Other Methods of Killing,Not Domestic Abuse,Apr-07,Manslaughter,Solved,Enfield,White
1,13 to19,Female,Knife or Sharp Implement,Not Domestic Abuse,May-07,Murder,Solved,Enfield,Black
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,Jul-07,Murder,Solved,Enfield,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jul-07,Murder,Solved,Enfield,Black
1,45 to 54,Female,"Physical Assault, no weapon",Not Domestic Abuse,Jul-07,Murder,Solved,Enfield,Asian
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,Aug-07,Murder,Solved,Enfield,White
1,25 to 34,Female,Other Methods of Killing,Domestic Abuse,Jan-07,Murder,Solved,Newham,Asian
1,0 to 12,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-07,Murder,Solved,Newham,Asian
1,0 to 12,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-07,Murder,Solved,Newham,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-07,Murder,Solved,Newham,Asian
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-07,Murder,Unsolved,Newham,Black
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,Apr-07,Murder,Solved,Newham,Asian
1,25 to 34,Female,Other Methods of Killing,Domestic Abuse,Apr-07,Murder,Solved,Newham,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Newham,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Newham,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Unsolved,Newham,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-07,Murder,Solved,Newham,Asian
1,13 to19,Male,"Physical Assault, no weapon",Not Domestic Abuse,Nov-07,Murder,Solved,Newham,Black
1,35 to 44,Female,"Physical Assault, no weapon",Domestic Abuse,Nov-07,Murder,Solved,Newham,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,May-07,Manslaughter,Solved,Havering,White
1,35 to 44,Male,Shooting,Not Domestic Abuse,Jun-07,Murder,Solved,Havering,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,Jun-07,Murder,Solved,Havering,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,Nov-07,Murder,Solved,Havering,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,May-07,Murder,Solved,Westminster,Asian
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,Sep-07,Murder,Solved,Westminster,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,Mar-07,Murder,Unsolved,Hammersmith & Fulham,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-07,Murder,Solved,Hammersmith & Fulham,Black
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,Jun-07,Murder,Solved,Hammersmith & Fulham,White
1,45 to 54,Male,Shooting,Not Domestic Abuse,Jul-07,Murder,Solved,Hammersmith & Fulham,Black
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Hammersmith & Fulham,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-07,Murder,Solved,Hammersmith & Fulham,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Feb-07,Murder,Solved,Westminster,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Apr-07,Murder,Solved,Westminster,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Westminster,Black
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,Nov-07,Manslaughter,Solved,Westminster,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,Jan-08,Manslaughter,Solved,Wandsworth,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-08,Murder,Solved,Wandsworth,White
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Aug-08,Murder,Solved,Wandsworth,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-08,Murder,Unsolved,Wandsworth,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-08,Murder,Unsolved,Wandsworth,White
1,25 to 34,Female,Other Methods of Killing,Not Domestic Abuse,Feb-08,Manslaughter,Solved,Hounslow,White
1,25 to 34,Female,Not known/Not Recorded,Not Domestic Abuse,Oct-08,Manslaughter,Unsolved,Hounslow,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-08,Murder,Solved,Hounslow,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-08,Murder,Solved,Hillingdon,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-08,Murder,Solved,Hillingdon,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,Nov-08,Murder,Solved,Hillingdon,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Jan-08,Murder,Solved,Lambeth,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-08,Murder,Solved,Lambeth,Other
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-08,Murder,Solved,Lambeth,White
1,13 to19,Male,Shooting,Not Domestic Abuse,Mar-08,Murder,Unsolved,Lambeth,Black
1,25 to 34,Female,Other Methods of Killing,Not Domestic Abuse,May-08,Murder,Solved,Lambeth,Black
1,13 to19,Female,Knife or Sharp Implement,Not Domestic Abuse,Jun-08,Murder,Solved,Lambeth,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-08,Murder,Solved,Lambeth,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-08,Murder,Solved,Lambeth,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-08,Murder,Solved,Lambeth,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-08,Murder,Unsolved,Lambeth,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,Oct-08,Murder,Unsolved,Lambeth,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-08,Murder,Solved,Lambeth,Black
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Nov-08,Murder,Unsolved,Lambeth,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,Dec-08,Murder,Solved,Lambeth,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-08,Murder,Solved,Merton,White
1,55 to 64,Female,"Physical Assault, no weapon",Not Domestic Abuse,Feb-08,Murder,Solved,Merton,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-08,Murder,Solved,Merton,Black
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,Apr-08,Murder,Solved,Merton,Asian
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-08,Murder,Solved,Merton,White
1,55 to 64,Male,Shooting,Domestic Abuse,Jan-08,Murder,Solved,Brent,White
1,35 to 44,Male,Blunt Implement,Not Domestic Abuse,Mar-08,Murder,Solved,Brent,White
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,Mar-08,Murder,Unsolved,Brent,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-08,Murder,Solved,Brent,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,Apr-08,Murder,Solved,Brent,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,May-08,Murder,Solved,Brent,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,Jun-08,Murder,Solved,Brent,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-08,Murder,Solved,Brent,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-08,Murder,Solved,Harrow,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-08,Murder,Solved,Brent,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-08,Murder,Solved,Camden,White
1,13 to19,Male,Shooting,Not Domestic Abuse,May-08,Murder,Solved,Camden,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-08,Murder,Solved,Barnet,White
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,May-08,Murder,Solved,Barnet,Black
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-08,Murder,Solved,Barnet,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,Oct-08,Murder,Solved,Barnet,Other
1,13 to19,Male,Blunt Implement,Not Domestic Abuse,Jan-08,Murder,Solved,Ealing ,Black
1,55 to 64,Male,Knife or Sharp Implement,Domestic Abuse,Aug-08,Murder,Solved,Ealing ,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-08,Murder,Solved,Ealing ,Black
1,35 to 44,Female,"Physical Assault, no weapon",Domestic Abuse,Oct-08,Murder,Solved,Ealing ,Asian
1,20 to 24,Male,Shooting,Not Domestic Abuse,Nov-08,Murder,Solved,Ealing ,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-08,Murder,Solved,Islington,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,Mar-08,Manslaughter,Solved,Islington,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Jun-08,Murder,Solved,Islington,Black
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Jun-08,Murder,Solved,Islington,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-08,Murder,Solved,Islington,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-08,Murder,Solved,Islington,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Jul-08,Murder,Solved,Islington,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-08,Murder,Solved,Islington,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-08,Murder,Solved,Islington,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,May-08,Murder,Solved,Haringey,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-08,Murder,Solved,Haringey,White
1,25 to 34,Female,Shooting,Not Domestic Abuse,May-08,Murder,Unsolved,Haringey,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-08,Murder,Solved,Haringey,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-08,Murder,Solved,Southwark,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-08,Murder,Solved,Southwark,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,May-08,Murder,Solved,Southwark,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-08,Murder,Solved,Southwark,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-08,Murder,Solved,Southwark,White
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic Abuse,Jul-08,Murder,Solved,Southwark,White
1,35 to 44,Female,Other Methods of Killing,Domestic Abuse,Aug-08,Murder,Solved,Southwark,White
1,13 to19,Male,Shooting,Not Domestic Abuse,Aug-08,Murder,Solved,Southwark,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,Aug-08,Murder,Unsolved,Southwark,Black
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Sep-08,Murder,Solved,Southwark,Black
1,45 to 54,Female,"Physical Assault, no weapon",Not Domestic Abuse,Sep-08,Murder,Solved,Southwark,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,Oct-08,Murder,Solved,Southwark,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,Dec-08,Murder,Solved,Southwark,White
1,13 to19,Male,Blunt Implement,Not Domestic Abuse,May-08,Murder,Solved,Lewisham,White
1,20 to 24,Male,Blunt Implement,Not Domestic Abuse,Jun-08,Murder,Solved,Lewisham,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-08,Murder,Solved,Lewisham,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-08,Murder,Solved,Lewisham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-08,Murder,Solved,Lewisham,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,Sep-08,Manslaughter,Solved,Bromley,White
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,Sep-08,Manslaughter,Solved,Bromley,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-08,Murder,Solved,Greenwich,Black
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,Apr-08,Manslaughter,Solved,Greenwich,White
1,13 to19,Female,Other Methods of Killing,Not Domestic Abuse,May-08,Manslaughter,Solved,Greenwich,Black
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,May-08,Murder,Solved,Greenwich,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Oct-08,Murder,Solved,Greenwich,White
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Nov-08,Murder,Solved,Greenwich,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Feb-08,Murder,Solved,Croydon,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-08,Murder,Solved,Croydon,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-08,Murder,Solved,Croydon,Asian
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-08,Murder,Solved,Croydon,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,Nov-08,Murder,Unsolved,Croydon,Black
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,Nov-08,Manslaughter,Solved,Croydon,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-08,Murder,Solved,Bexley,White
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,Apr-08,Murder,Solved,Bexley,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-08,Murder,Solved,Bexley,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Oct-08,Murder,Solved,Bexley,Unrecorded / Unknown
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Dec-08,Murder,Solved,Bexley,Unrecorded / Unknown
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,May-08,Murder,Solved,Sutton,Asian
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,May-08,Murder,Solved,Sutton,Asian
1,65 and over,Male,Not known/Not Recorded,Not Domestic Abuse,Sep-08,Murder,Solved,Sutton,White
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,Apr-08,Murder,Solved,Tower Hamlets,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Jun-08,Murder,Solved,Tower Hamlets,Asian
1,20 to 24,Female,Not known/Not Recorded,Domestic Abuse,Jul-08,Murder,Solved,Tower Hamlets,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-08,Murder,Solved,Tower Hamlets,White
1,35 to 44,Male,Shooting,Not Domestic Abuse,Jul-08,Murder,Solved,Tower Hamlets,Black
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,Aug-08,Murder,Solved,Tower Hamlets,Asian
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,Dec-08,Murder,Solved,Tower Hamlets,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,Mar-08,Murder,Unsolved,Redbridge,Asian
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-08,Murder,Solved,Redbridge,Asian
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-08,Murder,Solved,Redbridge,Asian
1,25 to 34,Female,Not known/Not Recorded,Not Domestic Abuse,Nov-08,Murder,Solved,Redbridge,White
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,Mar-08,Murder,Solved,Hackney,White
1,25 to 34,Male,Blunt Implement,Domestic Abuse,Mar-08,Murder,Solved,Hackney,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-08,Murder,Solved,Hackney,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-08,Murder,Solved,Hackney,Black
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,Apr-08,Murder,Solved,Hackney,Black
1,25 to 34,Female,Not known/Not Recorded,Not Domestic Abuse,Jul-08,Murder,Solved,Hackney,Unrecorded / Unknown
1,35 to 44,Male,Blunt Implement,Not Domestic Abuse,Jul-08,Murder,Solved,Hackney,Asian
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-08,Murder,Solved,Hackney,Black
1,65 and over,Female,Not known/Not Recorded,Not Domestic Abuse,Mar-08,Murder,Solved,Waltham Forest,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-08,Murder,Solved,Waltham Forest,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-08,Murder,Solved,Waltham Forest,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-08,Murder,Solved,Waltham Forest,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,Aug-08,Murder,Solved,Waltham Forest,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-08,Murder,Solved,Waltham Forest,Black
1,35 to 44,Female,Not known/Not Recorded,Not Domestic Abuse,Aug-08,Murder,Solved,Waltham Forest,White
1,45 to 54,Female,"Physical Assault, no weapon",Not Domestic Abuse,Oct-08,Murder,Solved,Waltham Forest,Asian
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Apr-08,Murder,Solved,Barking & Dagenham,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-08,Murder,Solved,Enfield,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-08,Murder,Solved,Enfield,Black
